ActivitySiteID_april_may,ActivityDescription,BookingEndDateTime (Month / Day / Year),BookingStartTime_april_may,MaxBookees_april_may,Number Booked_april_may,Price (INR)_april_may,ActivitySiteID_june,BookingStartTime_june,MaxBookees_june,Number Booked_june,Price (INR)_june
BRP,Aqua Tots 10 -10.30am,2018-04-07,10:00:00,-1.4824835554567934,-0.9002352412414084,-1.068690445934437,,,,,
NBL,Barre Pilates   12-1pm,2018-04-07,12:00:00,1.85764591571956,-0.7962884861664882,1.435792142793987,,,,,
TSC,Barre Pilates 8.30-9.30am,2018-04-07,8:30:00,-0.5472473035274145,0.45107257473255463,1.435792142793987,,,,,
BRP,Body Attack9.00-10.00am,2018-04-07,9:00:00,0.18758118013138322,1.6984336356315974,0.18355084842977504,,,,,
SBP,Body Balance 11.30-12.30,2018-04-07,11:30:00,-0.1464317669862521,0.658966084882395,0.809671495611881,,,,,
BRP,Body Combat 10-11am,2018-04-07,10:00:00,0.18758118013138322,1.490540125481757,-0.442569798752331,,,,,
SBP,Body Combat 10.30-11.30,2018-04-07,10:30:00,0.18758118013138322,1.6984336356315974,-0.442569798752331,,,,,
BRP,Body Cond 11-12,2018-04-07,11:00:00,0.18758118013138322,1.074753105182076,-0.6930180576251733,,,,,
TSC,Body Cond 9.30-10.15am,2018-04-07,9:30:00,-0.5472473035274145,-0.7962884861664882,-0.6930180576251733,,,,,
NBL,Body Pump 9.00-10.00am,2018-04-07,9:00:00,1.85764591571956,1.1786998602569962,0.18355084842977504,,,,,
SBP,Hiit Circuit 9.30 - 10.30,2018-04-07,9:30:00,-0.48044471410388745,0.45107257473255463,0.809671495611881,,,,,
HXP,Jnr Gym Appoint 11-12,2018-04-07,11:00:00,-1.4824835554567934,-1.4199690166160095,1.435792142793987,,,,,
SBP,Jun Induction 12.30,2018-04-07,12:30:00,-1.8832990919979558,-1.62786252676585,0.18355084842977504,,,,,
SBP,M M A Cond 8.30-9.30am,2018-04-07,8:30:00,-0.8144576612215227,-0.3805014658668073,2.6880334371581993,,,,,
NBL,Sha`Bam  11.00-12.00pm,2018-04-07,11:00:00,2.5256718099548308,-0.27655471079188704,-1.068690445934437,,,,,
NBL,Step Aerobics 10-11.00am,2018-04-07,10:00:00,1.85764591571956,0.13923230950779392,0.18355084842977504,,,,,
HXP,Studio Cyc 8.00-8.50am,2018-04-07,8:00:00,-0.3468395352568333,0.9708063501071558,0.18355084842977504,,,,,
HXP,Studio Cyc 8.50-9.40am,2018-04-07,8:50:00,-0.3468395352568333,0.9708063501071558,0.18355084842977504,,,,,
SBP,Swimfit  7am - 8am,2018-04-07,7:30:00,-0.21323435640977917,0.45107257473255463,-0.442569798752331,,,,,
HXP,Zumba 10.00-10.50.Am,2018-04-07,10:00:00,-0.48044471410388745,0.7629128399573153,-0.6930180576251733,,,,,
HXP,20-20-20  2.45pm-3.45pm,2018-04-08,14:45:00,-0.48044471410388745,-0.5883949760166477,-1.694811093116543,,,,,
HXP,Aquafit Ladiesonly,2018-04-08,16:30:00,-0.48044471410388745,0.3471258196576344,-1.068690445934437,,,,,
SBP,Body Balan 11.30-12.30pm,2018-04-08,11:30:00,0.18758118013138322,0.658966084882395,0.809671495611881,,,,,
BRP,Body Combat 9-10am,2018-04-08,9:00:00,0.18758118013138322,0.9708063501071558,-0.442569798752331,,,,,
SBP,Body Combat 9.15-10.15am,2018-04-08,9:15:00,0.18758118013138322,1.8023803907065177,-0.442569798752331,,,,,
SBP,Body Con 10.30-11.30am,2018-04-08,10:30:00,0.5215941272490185,0.5550193298074748,-0.6930180576251733,,,,,
HXP,Body Cond 3.50pm - 4.50pm,2018-04-08,15:50:00,-0.48044471410388745,-0.4844482209417275,-0.6930180576251733,,,,,
TSC,Body Conditioning 10-11am,2018-04-08,10:00:00,-0.1464317669862521,0.03528555443287367,-0.6930180576251733,,,,,
BRP,Hatton Abc Box  10-11am,2018-04-08,10:00:00,-0.8144576612215227,0.45107257473255463,0.18355084842977504,,,,,
BRP,Jnr Gym Ind 10.30-11.00am,2018-04-08,10:30:00,-2.01690427084501,-1.62786252676585,2.6880334371581993,,,,,
NBL,Junior Gym 11-12 Noon,2018-04-08,11:00:00,-2.01690427084501,-1.7318092818407702,1.435792142793987,,,,,
BRP,Pure Stretch  11.00 12.00,2018-04-08,11:00:00,0.18758118013138322,1.1786998602569962,-1.068690445934437,,,,,
HXP,Studio Cyc 10.00 -10.50am,2018-04-08,10:00:00,-0.3468395352568333,0.8668595950322355,0.18355084842977504,,,,,
HXP,Studio Cyc 9.05-9.55am,2018-04-08,9:05:00,-0.3468395352568333,0.658966084882395,0.18355084842977504,,,,,
NBL,Zumba 9.30-10.30am,2018-04-08,9:30:00,1.85764591571956,0.658966084882395,-0.6930180576251733,,,,,
BRP,Aerobics 6.00-7.00pm,2018-04-09,18:00:00,0.18758118013138322,1.490540125481757,-1.3191387048072793,,,,,
SBP,Aqua Fit 11.15-12.00,2018-04-09,11:15:00,0.18758118013138322,1.5944868805566772,-1.068690445934437,,,,,
HXP,Aqua Fit 12.15-13.00,2018-04-09,12:15:00,-0.48044471410388745,-0.06866120064204656,-1.068690445934437,,,,,
BRP,Aquababies 10.00 -10.30am,2018-04-09,10:00:00,-1.4824835554567934,-1.108128751391249,-0.442569798752331,,,,,
BRP,Aquafit 11am - 12,2018-04-09,11:00:00,0.18758118013138322,2.010273900856358,-1.068690445934437,,,,,
SBP,Aquafit 7.00-8.00pm,2018-04-09,19:00:00,0.18758118013138322,1.1786998602569962,-1.068690445934437,,,,,
SBP,Better Living Team 2pm,2018-04-09,14:00:00,-0.48044471410388745,0.03528555443287367,1.435792142793987,,,,,
BRP,Body Attack 10.00-11.00am,2018-04-09,10:00:00,0.18758118013138322,0.24317906458271413,0.18355084842977504,,,,,
BRP,Body Attack 5.00-6.00pm,2018-04-09,17:00:00,0.18758118013138322,1.8023803907065177,0.18355084842977504,,,,,
SBP,Body Balance 12.30-1.30pm,2018-04-09,12:30:00,0.18758118013138322,-1.2120755064661692,0.809671495611881,,,,,
SBP,Body Combat   5.00-6.00pm,2018-04-09,17:00:00,0.18758118013138322,-0.3805014658668073,-0.442569798752331,,,,,
SBP,Body Combat 11.30-12.30pm,2018-04-09,11:30:00,0.18758118013138322,-1.2120755064661692,-0.442569798752331,,,,,
NBL,Body Combat 6.45-7.45pm,2018-04-09,18:45:00,1.85764591571956,0.45107257473255463,-0.442569798752331,,,,,
BRP,Body Combat 7.00-8.00am,2018-04-09,7:00:00,0.18758118013138322,-0.6923417310915679,-0.442569798752331,,,,,
BRP,Body Combat 7.00-8.00pm,2018-04-09,19:00:00,0.18758118013138322,1.5944868805566772,-0.442569798752331,,,,,
SBP,Body Combat 7.00-8.00pm,2018-04-09,19:00:00,0.5215941272490185,1.3865933704068367,-0.442569798752331,,,,,
TSC,Body Con 09.30-10.30am,2018-04-09,9:30:00,-0.5472473035274145,-0.06866120064204656,-0.6930180576251733,,,,,
SBP,Body Con 10.30-11.30am,2018-04-09,10:30:00,0.18758118013138322,0.3471258196576344,-0.6930180576251733,,,,,
BRP,Body Cond  11-12noon,2018-04-09,11:00:00,0.18758118013138322,0.03528555443287367,-0.6930180576251733,,,,,
HXP,Body Cond 7.30-8.30pm,2018-04-09,19:30:00,-0.48044471410388745,-0.1726079557169668,-0.6930180576251733,,,,,
BRP,Body Cond 8.00-9.00pm,2018-04-09,20:00:00,0.18758118013138322,1.490540125481757,-0.6930180576251733,,,,,
SBP,Body Conditioning 8-9pm,2018-04-09,20:00:00,0.18758118013138322,-0.9002352412414084,-0.6930180576251733,,,,,
NBL,Body Pump  5.45-6.45pm,2018-04-09,17:45:00,1.85764591571956,2.426060921156039,0.18355084842977504,,,,,
TSC,Circuits 5.30-6.30pm,2018-04-09,17:30:00,1.1896200214842891,-0.6923417310915679,1.435792142793987,,,,,
NBL,Circuits 8.00-9.00pm Edit,2018-04-09,20:00:00,1.85764591571956,-0.7962884861664882,1.435792142793987,,,,,
NBL,Gentle Keep Fit 11-12pm,2018-04-09,11:00:00,1.85764591571956,0.3471258196576344,-1.068690445934437,,,,,
SBP,H.I.I.T 9.30-10.30am,2018-04-09,9:30:00,0.18758118013138322,-0.9002352412414084,0.809671495611881,,,,,
HXP,Jnr Gym Appoint 4-5pm,2018-04-09,16:00:00,-1.4824835554567934,-1.62786252676585,1.435792142793987,,,,,
BRP,Junior Gym 4.00-5.00pm,2018-04-09,16:00:00,-1.4824835554567934,-1.7318092818407702,1.435792142793987,,,,,
TSC,Leg Bum Tum 5.30-6.30pm,2018-04-09,17:30:00,-0.5472473035274145,-0.27655471079188704,0.18355084842977504,,,,,
BRP,Pilates 12.15-1.15pm,2018-04-09,12:15:00,0.18758118013138322,-0.3805014658668073,1.435792142793987,,,,,
HXP,Pilates 13.45-14.45,2018-04-09,13:45:00,-0.48044471410388745,-0.5883949760166477,1.435792142793987,,,,,
NBL,Power Yoga 10.00-11.00am,2018-04-09,10:00:00,2.5256718099548308,-0.9002352412414084,0.809671495611881,,,,,
SBP,Stretch 6pm -7pm,2018-04-09,18:00:00,0.18758118013138322,0.24317906458271413,-1.068690445934437,,,,,
HXP,Studio Cyc 11.30 - 12.20,2018-04-09,11:30:00,-0.3468395352568333,0.5550193298074748,0.18355084842977504,,,,,
HXP,Studio Cyc 12.30-1.20pm,2018-04-09,12:30:00,-0.3468395352568333,-0.06866120064204656,0.18355084842977504,,,,,
HXP,Studio Cyc 5.20-6.10pm,2018-04-09,17:20:00,-0.3468395352568333,0.7629128399573153,0.18355084842977504,,,,,
HXP,Studio Cyc 6.15-7.05pm,2018-04-09,18:15:00,-0.3468395352568333,0.658966084882395,0.18355084842977504,,,,,
HXP,Studio Cyc 7.05-7.55am,2018-04-09,7:05:00,-0.3468395352568333,0.24317906458271413,0.18355084842977504,,,,,
HXP,Swimfit 6.30 -7.30pm,2018-04-09,18:30:00,-1.148470608339158,-0.9002352412414084,-0.442569798752331,,,,,
HXP,Swimfit 6.30-7.30am,2018-04-09,6:30:00,-1.148470608339158,-0.6923417310915679,-0.442569798752331,,,,,
NBL,Tai Chi 2.00-3.00pm,2018-04-09,14:00:00,1.85764591571956,-0.7962884861664882,2.6880334371581993,,,,,
NBL,Tap Dancing 12.00-1.30pm,2018-04-09,12:00:00,1.85764591571956,-1.108128751391249,0.18355084842977504,,,,,
TSC,Yoga 1.45-2.45pm,2018-04-09,13:45:00,-0.5472473035274145,-1.4199690166160095,0.18355084842977504,,,,,
TSC,Yoga 12.45-1.45pm,2018-04-09,12:45:00,-0.5472473035274145,-0.5883949760166477,0.18355084842977504,,,,,
TSC,Yogalates 10.30-11.30am,2018-04-09,10:30:00,-0.5472473035274145,-0.4844482209417275,1.435792142793987,,,,,
TSC,Zumba  6.30-7.30pm,2018-04-09,18:30:00,-0.9480628400685769,-0.4844482209417275,-0.6930180576251733,,,,,
NBL,20-20-20 9.30-10.30am,2018-04-10,9:30:00,1.85764591571956,1.6984336356315974,-1.694811093116543,,,,,
BRP,20:20:20  10-11 Am,2018-04-10,10:00:00,0.18758118013138322,0.8668595950322355,-1.694811093116543,,,,,
SBP,45min Madness 9.15-10am,2018-04-10,9:15:00,0.18758118013138322,0.13923230950779392,-0.442569798752331,,,,,
TSC,5.30-6.30pm Body Cond,2018-04-10,17:30:00,-0.5472473035274145,-0.3805014658668073,-0.442569798752331,,,,,
TSC,6.30-7.30pm Combat Aero,2018-04-10,18:30:00,-0.5472473035274145,-1.0041819963163288,-0.442569798752331,,,,,
SBP,Abs Blast 7.45-8.15am,2018-04-10,7:45:00,-0.8144576612215227,-1.7318092818407702,-1.068690445934437,,,,,
BRP,Aerobics,2018-04-10,19:30:00,0.18758118013138322,-0.06866120064204656,-1.3191387048072793,,,,,
SBP,Aqua Fit 3.00-3.50pm,2018-04-10,15:00:00,0.18758118013138322,-0.06866120064204656,-1.068690445934437,,,,,
TSC,Aquafit 3.00-3.45pm,2018-04-10,15:00:00,-0.48044471410388745,-0.3805014658668073,-1.068690445934437,,,,,
BRP,Aquafit 7.00-8.00pm,2018-04-10,19:00:00,0.18758118013138322,1.490540125481757,-1.068690445934437,,,,,
HXP,Aquafit 7.00-8.00pm,2018-04-10,19:00:00,-0.8144576612215227,-0.5883949760166477,-1.068690445934437,,,,,
TSC,Aquafit 7.15-8.15pm,2018-04-10,19:15:00,-0.48044471410388745,-0.4844482209417275,-1.068690445934437,,,,,
NBL,B L T Exercise,2018-04-10,14:15:00,0.5215941272490185,-1.7318092818407702,0.18355084842977504,,,,,
SBP,Body Balance 11-12pm,2018-04-10,11:00:00,0.18758118013138322,-0.7962884861664882,0.809671495611881,,,,,
SBP,Body Combat 7.00-8.00pm,2018-04-10,19:00:00,0.18758118013138322,1.3865933704068367,-0.442569798752331,,,,,
SBP,Body Cond 5.00-6.00pm,2018-04-10,17:00:00,0.18758118013138322,0.03528555443287367,-0.6930180576251733,,,,,
NBL,Body Cond 6.30-7.30pm,2018-04-10,18:30:00,1.85764591571956,1.6984336356315974,-0.6930180576251733,,,,,
HXP,Body Condition 10 -11am,2018-04-10,10:00:00,-0.48044471410388745,0.5550193298074748,-0.6930180576251733,,,,,
BRP,Body Conditioning,2018-04-10,18:30:00,0.18758118013138322,1.074753105182076,-0.6930180576251733,,,,,
HXP,Bodycondition 12.30-13.30,2018-04-10,12:30:00,-0.48044471410388745,-1.0041819963163288,-0.6930180576251733,,,,,
SBP,Circuits 7 -7.45 Am,2018-04-10,7:00:00,-0.8144576612215227,-0.1726079557169668,1.435792142793987,,,,,
TSC,Fitnes Pilate-11.00-12.00,2018-04-10,11:00:00,-0.5472473035274145,0.5550193298074748,1.435792142793987,,,,,
TSC,Gentle Keep Fit 2 -3.00pm,2018-04-10,14:00:00,-0.1464317669862521,-1.2120755064661692,-1.068690445934437,,,,,
SBP,Hatton A B C 6-7.00pm,2018-04-10,18:00:00,-0.1464317669862521,-0.27655471079188704,0.18355084842977504,,,,,
SBP,Legs Bums Tums 10-11am,2018-04-10,10:00:00,0.18758118013138322,-0.06866120064204656,0.18355084842977504,,,,,
NBL,Line Dance 10.45-11.45am,2018-04-10,10:45:00,2.5256718099548308,4.816836287879204,-0.442569798752331,,,,,
NBL,Line Dance 11.45-12.45pm,2018-04-10,11:45:00,2.5256718099548308,1.906327145781438,-0.442569798752331,,,,,
NBL,Nice & Easy 10.00-10.45am,2018-04-10,10:00:00,0.5215941272490185,-0.1726079557169668,-1.068690445934437,,,,,
HXP,Pilates   9.00-10.00am,2018-04-10,9:00:00,-0.48044471410388745,0.3471258196576344,1.435792142793987,,,,,
NBL,Pilates 1.45-2.45pm,2018-04-10,13:45:00,1.85764591571956,2.114220655931278,1.435792142793987,,,,,
BRP,Pilates 11.00-12.00 Noon,2018-04-10,11:00:00,0.18758118013138322,1.6984336356315974,1.435792142793987,,,,,
SBP,Pilates 8.00pm-9.00pm,2018-04-10,20:00:00,0.18758118013138322,0.45107257473255463,1.435792142793987,,,,,
NBL,Pump  8.15-9.15pm,2018-04-10,20:15:00,1.85764591571956,-0.3805014658668073,1.435792142793987,,,,,
NBL,Sh`Bam  7.30-8.15pm,2018-04-10,19:30:00,2.5256718099548308,1.2826466153319165,-1.068690445934437,,,,,
NBL,Step Aerobics 5.45-6.30pm,2018-04-10,17:45:00,1.85764591571956,0.5550193298074748,0.18355084842977504,,,,,
TSC,Step- 10.00-11.00am,2018-04-10,10:00:00,-0.8144576612215227,-0.3805014658668073,0.18355084842977504,,,,,
BRP,Stretch And Tone 12-1pm,2018-04-10,12:00:00,0.18758118013138322,-0.9002352412414084,-0.442569798752331,,,,,
HXP,Studio Cyc 5.00-5.50pm,2018-04-10,17:00:00,-0.3468395352568333,0.45107257473255463,0.18355084842977504,,,,,
HXP,Studio Cyc 7.30-8.20pm,2018-04-10,19:30:00,-0.3468395352568333,0.8668595950322355,0.18355084842977504,,,,,
HXP,Studio Cycling 7.05 -7.55,2018-04-10,7:05:00,-0.3468395352568333,0.658966084882395,0.18355084842977504,,,,,
BRP,Swimfit 7am-8am,2018-04-10,7:00:00,-1.148470608339158,-0.9002352412414084,-0.442569798752331,,,,,
TSC,Yogalates 7.45-8.30pm,2018-04-10,19:30:00,-0.5472473035274145,-0.06866120064204656,1.435792142793987,,,,,
BRP,Zumba,2018-04-10,17:30:00,0.18758118013138322,0.9708063501071558,-0.6930180576251733,,,,,
HXP,Zumba 6.15-7.15pm,2018-04-10,18:15:00,-0.48044471410388745,0.658966084882395,-0.6930180576251733,,,,,
NBL,Zumba Gold 12.45-1.45pm,2018-04-10,12:45:00,1.85764591571956,2.426060921156039,0.18355084842977504,,,,,
TSC,20-20-20 7.00-8.00pm,2018-04-11,19:00:00,-0.5472473035274145,-0.5883949760166477,-1.694811093116543,,,,,
SBP,20-20-20 9.30-10.30am,2018-04-11,9:30:00,0.18758118013138322,-0.5883949760166477,-1.694811093116543,,,,,
BRP,Aqua Fit 2.45 -3.45pm,2018-04-11,14:45:00,0.18758118013138322,1.490540125481757,-1.068690445934437,,,,,
BRP,Aqua Tots 11.00-11.30am,2018-04-11,11:00:00,-1.4824835554567934,-1.4199690166160095,-1.068690445934437,,,,,
BRP,Aquababies 10.30-11.00am,2018-04-11,10:30:00,-1.4824835554567934,-1.5239157716909297,-0.442569798752331,,,,,
SBP,Aquafit 6.00-7.00pm,2018-04-11,18:00:00,0.18758118013138322,1.8023803907065177,-1.068690445934437,,,,,
BRP,Aquatots/baby 11.30-12.00,2018-04-11,11:30:00,-1.4824835554567934,-1.62786252676585,-0.442569798752331,,,,,
BRP,Bodsculp Aero 10.30-11.30,2018-04-11,10:30:00,0.18758118013138322,-0.06866120064204656,0.18355084842977504,,,,,
BRP,Body Attack 5.30 -6.30pm,2018-04-11,17:30:00,0.18758118013138322,1.074753105182076,0.18355084842977504,,,,,
SBP,Body Balance 7pm-8pm,2018-04-11,19:00:00,0.18758118013138322,1.5944868805566772,0.809671495611881,,,,,
SBP,Body Combat 5.00-6.00pm,2018-04-11,17:00:00,0.18758118013138322,1.074753105182076,-0.442569798752331,,,,,
NBL,Body Combat 5.45-6.45pm,2018-04-11,17:45:00,1.85764591571956,1.5944868805566772,-0.442569798752331,,,,,
TSC,Body Con 11.30am-12.30pm,2018-04-11,11:30:00,-0.5472473035274145,-1.0041819963163288,-0.6930180576251733,,,,,
BRP,Body Con 4.30-5.30pm,2018-04-11,16:30:00,0.18758118013138322,0.3471258196576344,-0.6930180576251733,,,,,
SBP,Body Cond 10.30-11.30am,2018-04-11,10:30:00,0.18758118013138322,0.7629128399573153,-0.6930180576251733,,,,,
BRP,Body Cond 12.00-12.45pm,2018-04-11,12:00:00,0.18758118013138322,-0.5883949760166477,-0.6930180576251733,,,,,
HXP,Body Cond 7.30-8.30pm,2018-04-11,19:30:00,-0.48044471410388745,0.24317906458271413,-0.6930180576251733,,,,,
HXP,Body Conditioning 10-11am,2018-04-11,10:00:00,-0.48044471410388745,-0.5883949760166477,-0.6930180576251733,,,,,
SBP,Fusion   6.00-7.00pm,2018-04-11,18:00:00,0.5215941272490185,1.1786998602569962,-1.068690445934437,,,,,
TSC,Gentle Keep Fit 2 -3.00pm,2018-04-11,14:00:00,-0.1464317669862521,-0.5883949760166477,-1.068690445934437,,,,,
BRP,H.I.I.T 7.00-8.00am,2018-04-11,7:00:00,0.18758118013138322,-0.4844482209417275,0.809671495611881,,,,,
HXP,H.I.I.T. 6.25-7.25pm,2018-04-11,18:25:00,-0.48044471410388745,0.24317906458271413,0.809671495611881,,,,,
HXP,Jnr Gym Appoint 4-5pm,2018-04-11,16:00:00,-1.4824835554567934,-1.7318092818407702,1.435792142793987,,,,,
BRP,Junior Gym 4.00-5.00pm,2018-04-11,16:00:00,-1.4824835554567934,-1.62786252676585,1.435792142793987,,,,,
TSC,Legs Bums Tum 6.00-7.00pm,2018-04-11,18:00:00,-0.5472473035274145,-0.6923417310915679,0.18355084842977504,,,,,
HXP,Line Dancing 1.15-2.00pm,2018-04-11,13:15:00,-0.7476550717979957,-0.6923417310915679,-0.442569798752331,,,,,
HXP,Line Dancing 2pm -3pm,2018-04-11,14:00:00,-0.7476550717979957,-0.5883949760166477,-0.442569798752331,,,,,
TSC,Metafit 5.30-6.00pm,2018-04-11,17:30:00,-0.5472473035274145,-0.9002352412414084,0.18355084842977504,,,,,
NBL,Nice & Easy 9.15-10.15am,2018-04-11,9:15:00,1.85764591571956,0.24317906458271413,-1.068690445934437,,,,,
BRP,Nice N Easy 9.30-10.30am,2018-04-11,9:30:00,0.18758118013138322,0.24317906458271413,-1.068690445934437,,,,,
BRP,Pilates 1.45-2.45pm,2018-04-11,13:45:00,0.18758118013138322,0.7629128399573153,1.435792142793987,,,,,
NBL,Pilates 5.00-5.45pm,2018-04-11,17:00:00,1.85764591571956,1.3865933704068367,1.435792142793987,,,,,
BRP,Pilates 7.30-8.30pm,2018-04-11,19:30:00,0.18758118013138322,0.5550193298074748,1.435792142793987,,,,,
HXP,Pilates 9-10am,2018-04-11,9:00:00,-0.48044471410388745,0.3471258196576344,1.435792142793987,,,,,
TSC,Pilates 9.30-10.30am,2018-04-11,9:30:00,-0.5472473035274145,0.658966084882395,1.435792142793987,,,,,
NBL,Power Yoga 10.15-11.15am,2018-04-11,10:15:00,1.85764591571956,-0.06866120064204656,0.809671495611881,,,,,
SBP,Pure Stretch 8-9pm,2018-04-11,20:00:00,0.18758118013138322,0.24317906458271413,-1.068690445934437,,,,,
HXP,Rock Roll Dancing 3 - 4pm,2018-04-11,15:00:00,-0.5472473035274145,-0.9002352412414084,0.18355084842977504,,,,,
NBL,Strength&stretch1230-1330,2018-04-11,12:30:00,1.85764591571956,-0.6923417310915679,1.435792142793987,,,,,
TSC,Stretch Ntone12.30-1.30pm,2018-04-11,12:30:00,-0.5472473035274145,-1.3160222615410895,-0.442569798752331,,,,,
HXP,Strokeskills 6 -7pm,2018-04-11,18:00:00,-1.148470608339158,-1.108128751391249,1.435792142793987,,,,,
BRP,Strokeskills 7pm -8pm,2018-04-11,19:00:00,-1.4824835554567934,-1.108128751391249,1.435792142793987,,,,,
HXP,Studio Cyc 12.10-1.00pm,2018-04-11,12:10:00,-0.3468395352568333,0.5550193298074748,0.18355084842977504,,,,,
HXP,Studio Cyc 4.20-5.10pm,2018-04-11,16:20:00,-0.3468395352568333,0.9708063501071558,0.18355084842977504,,,,,
HXP,Studio Cyc 5.20-6.10pm,2018-04-11,17:20:00,-0.3468395352568333,0.7629128399573153,0.18355084842977504,,,,,
HXP,Studio Cyc 7.05-7.55am,2018-04-11,7:05:00,-0.3468395352568333,0.03528555443287367,0.18355084842977504,,,,,
BRP,Swimfit  8pm - 9pm,2018-04-11,20:00:00,-1.4824835554567934,-1.0041819963163288,-0.442569798752331,,,,,
HXP,Swimfit 6.30am -7.30am,2018-04-11,6:30:00,-1.148470608339158,-0.3805014658668073,-0.442569798752331,,,,,
HXP,Swimfit 7pm - 8pm,2018-04-11,19:00:00,-1.148470608339158,-0.7962884861664882,-0.442569798752331,,,,,
NBL,Tap Dancing 11.15-12.15pm,2018-04-11,11:15:00,1.85764591571956,-0.3805014658668073,0.18355084842977504,,,,,
TSC,Yoga 10.30-11.30am,2018-04-11,10:30:00,-0.5472473035274145,0.5550193298074748,0.18355084842977504,,,,,
BRP,Yogalates  6.30-7.30pm,2018-04-11,18:30:00,0.18758118013138322,1.3865933704068367,1.435792142793987,,,,,
BRP,Zumba 12.45-1.45pm,2018-04-11,12:45:00,0.18758118013138322,-0.3805014658668073,-0.6930180576251733,,,,,
BRP,20:20:20  10.00-11.00am,2018-04-12,10:00:00,0.18758118013138322,0.5550193298074748,-1.694811093116543,,,,,
HXP,Aqua Fit 12.15 -13.15,2018-04-12,12:15:00,-0.48044471410388745,0.13923230950779392,-1.068690445934437,,,,,
BRP,Aquafit  6.00-7.00pm,2018-04-12,18:00:00,0.18758118013138322,1.8023803907065177,-1.068690445934437,,,,,
TSC,Aquafit 7.15-8.15pm,2018-04-12,19:15:00,-0.48044471410388745,-0.9002352412414084,-1.068690445934437,,,,,
TSC,Aquafit Beginners 10-11am,2018-04-12,10:00:00,-0.48044471410388745,0.03528555443287367,-0.442569798752331,,,,,
BRP,Blt Weigh Manage,2018-04-12,12:30:00,-0.1464317669862521,-0.9002352412414084,-0.442569798752331,,,,,
BRP,Body Attack 8.00-9.00pm,2018-04-12,20:00:00,0.18758118013138322,1.5944868805566772,0.18355084842977504,,,,,
SBP,Body Balance 11-12pm,2018-04-12,11:00:00,0.18758118013138322,-0.27655471079188704,0.809671495611881,,,,,
SBP,Body Combat 10.00-11.00am,2018-04-12,10:00:00,0.5215941272490185,0.5550193298074748,-0.442569798752331,,,,,
NBL,Body Combat 5.30-6.30pm,2018-04-12,17:30:00,1.85764591571956,-0.6923417310915679,-0.442569798752331,,,,,
BRP,Body Combat 6.00-7.00pm,2018-04-12,18:00:00,0.18758118013138322,0.7629128399573153,-0.442569798752331,,,,,
NBL,Body Pump 12.30-1.30pm,2018-04-12,12:30:00,1.85764591571956,-1.108128751391249,0.18355084842977504,,,,,
NBL,Body Pump 8.00-9.00pm,2018-04-12,20:00:00,1.85764591571956,-0.27655471079188704,0.18355084842977504,,,,,
NBL,Chair Based Exercise,2018-04-12,13:00:00,1.1896200214842891,-1.5239157716909297,0.18355084842977504,,,,,
TSC,Circuits 7.15-8.15pm,2018-04-12,19:15:00,1.1896200214842891,0.3471258196576344,1.435792142793987,,,,,
BRP,Fusion 5pm -6pm,2018-04-12,17:00:00,0.18758118013138322,1.5944868805566772,-1.068690445934437,,,,,
HXP,Gentle Keep Fit 11.10-12,2018-04-12,11:10:00,-0.3468395352568333,0.03528555443287367,-1.068690445934437,,,,,
SBP,Hatton A B C 7-8am,2018-04-12,7:30:00,-0.8144576612215227,-1.108128751391249,0.18355084842977504,,,,,
SBP,Insanity 5:00-6:00pm,2018-04-12,17:00:00,0.18758118013138322,-1.3160222615410895,2.6880334371581993,,,,,
